file,label,page,text,id,surrounding_text,calculated_date,pretty_date,link
Def730-CL20192911-042622_readable.pdf,timexy,3,09/03/13,"TIMEX3 type=""DATE"" value=""2013-03-09T00:00:00""",1A1-W3  00/00  POT  502  09/03/13  A6  0051  00140.00  09/05/13  HOS  502 ,2013-03-09,Mar. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=3
Def730-CL20192911-042622_readable.pdf,timexy,5,12/03/13,"TIMEX3 type=""DATE"" value=""2013-03-12T00:00:00""","SOLD:00/00/98  RCID:02/12/16  OC1D:02/12/16  LOCD:3  TYPE:11 
POWR:G  VEH  :12  BODY:0  CLAS!AB  *-¥R:16  REC  STATUS:  04/26/2016 
NC  RENEWAL  NOTICE  EXTRACTED  02/17/16  SMOG  DUE  07/20/17 
07/29/09  PREV  LIC  1273424  CLEARANCE  INFORMATION 
RECORDS:  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC 
606  09/14/12  36  0041  00128,00  00/00/00  HOO  576  08/16/12  33  0003 
00128,00  PRIOR  SUSPENSE  606  12/03/13  19  0025  00093,00  12/05/13 
HOS  606  07/18/13  03  0005  00093,00 ",2013-03-12,Mar. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=5
Def414-CL20192911-041822_readable.pdf,timexy,1,Apr  13,"TIMEX3 type=""DATE"" value=""2013-04-01T00:00:00""","Apr  13,  2015,  2:43  PM ",2013-04-01,Apr. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-18-2022/Def414-CL20192911-041822.pdf#page=1
Def730-CL20192911-042622_readable.pdf,timexy,4,01/04/13,"TIMEX3 type=""DATE"" value=""2013-04-01T00:00:00"""," 1A1-W3  1Ai-W3  VEHQ:  6UVF722  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
TIME:  20;44INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
02/20/16  TO  02/20/17LIC  #:6UVF722  YRMD:07  MAKE:HOND  BTM 
24D  VIN  :LHGCM66487A062881  R/C  Saas 
ER 
RCID:02/10/16  OC1D:04/07/12  LOCD;8  L/O  :FIRST  CREDIT 
FINANCE,  PO  BX  8092  CITY:VAN  NUYS  ZIP  :91406  TYPE:i1 
POWR:G  VEH  :17  BODY:0  CLAS:DX  *-YR:12  REC  STATUS: 
11/24/2015  RENEWAL  NOTICE  EXTRACTED  02/12/16  SMOG  DUE 
02/20/18  RELEASE  OF  LIABILITY  (REG.  138)RECEIPT 
DATE:12/27/15  TRANSFER  DATE:10/16/15BUYERI 
EE  SELLER  SAME  AS  L/O 
ON  FILE  CLEARANCE  INFORMATION  RECOROS:OFFICE  WORK  DATE 
TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC  D36  03/15/12  06-0062 
00220,00  00/00/00  BOO  661  02/19/13  25  0027  00190.00  00/00/00 
HOO  144  01/04/13  11  8899  00190 ",2013-04-01,Apr. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=4
Def730-CL20192911-042622_readable.pdf,timexy,3,04/04/13,"TIMEX3 type=""DATE"" value=""2013-04-04T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 ",2013-04-04,Apr. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=3
Def730-CL20192911-042622_readable.pdf,timexy,3,04/04/13,"TIMEX3 type=""DATE"" value=""2013-04-04T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 ",2013-04-04,Apr. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=3
Def730-CL20192911-042622_readable.pdf,timexy,3,09/05/13,"TIMEX3 type=""DATE"" value=""2013-05-09T00:00:00""",1A1-W3  00/00  POT  502  09/03/13  A6  0051  00140.00  09/05/13  HOS  502 ,2013-05-09,May 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=3
Def730-CL20192911-042622_readable.pdf,timexy,5,12/05/13,"TIMEX3 type=""DATE"" value=""2013-05-12T00:00:00""","SOLD:00/00/98  RCID:02/12/16  OC1D:02/12/16  LOCD:3  TYPE:11 
POWR:G  VEH  :12  BODY:0  CLAS!AB  *-¥R:16  REC  STATUS:  04/26/2016 
NC  RENEWAL  NOTICE  EXTRACTED  02/17/16  SMOG  DUE  07/20/17 
07/29/09  PREV  LIC  1273424  CLEARANCE  INFORMATION 
RECORDS:  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC 
606  09/14/12  36  0041  00128,00  00/00/00  HOO  576  08/16/12  33  0003 
00128,00  PRIOR  SUSPENSE  606  12/03/13  19  0025  00093,00  12/05/13 
HOS  606  07/18/13  03  0005  00093,00 ",2013-05-12,May 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-26-2022/Def730-CL20192911-042622.pdf#page=5
Def186A-CL20192911-042122_readable.pdf,timexy,1,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:45:20  AM(UTC-7)   ,2013-06-09,Jun. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def186A-CL20192911-042122.pdf#page=1
Def186A-CL20192911-042122_readable.pdf,timexy,3,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  8:08:35  AM(UTC-7) ,2013-06-09,Jun. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def186A-CL20192911-042122.pdf#page=3
Def186A-CL20192911-042122_readable.pdf,timexy,3,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  8:08:35  AM(UTC-7) ,2013-06-09,Jun. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def186A-CL20192911-042122.pdf#page=3
Def186A-CL20192911-042122_readable.pdf,timexy,1,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:45:20  AM(UTC-7)   ,2013-06-09,Jun. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def186A-CL20192911-042122.pdf#page=1
Def186A-CL20192911-042122_readable.pdf,timexy,2,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:49:36  AM(UTC-7) ,2013-06-09,Jun. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def186A-CL20192911-042122.pdf#page=2
Def186A-CL20192911-042122_readable.pdf,timexy,2,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:49:36  AM(UTC-7) ,2013-06-09,Jun. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def186A-CL20192911-042122.pdf#page=2
Def186A-CL20192911-042122_readable.pdf,timexy,2,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:49:36  AM(UTC-7) ,2013-06-09,Jun. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def186A-CL20192911-042122.pdf#page=2
Def186A-CL20192911-042122_readable.pdf,timexy,1,9/6/2013,"TIMEX3 type=""DATE"" value=""2013-06-09T00:00:00""",9/6/2013  7:45:20  AM(UTC-7)   ,2013-06-09,Jun. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def186A-CL20192911-042122.pdf#page=1
Def182-CL20192911-042122_readable.pdf,timexy,1,July  13,"TIMEX3 type=""DATE"" value=""2013-07-01T00:00:00""","Eton  John 
Saturday,  July  13,  2013  9:23:20  AM ",2013-07-01,Jul. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def182-CL20192911-042122.pdf#page=1
Def182-CL20192911-042122_readable.pdf,timexy,1,13  Jul  2013,"TIMEX3 type=""DATE"" value=""2013-07-13T00:00:00""","On  13  Jul  2013,  at  17:05,  him [I 101: ",2013-07-13,Jul. 2013,https://ffxtrail.blob.core.windows.net/trail/Defendant Amber Laura Heard/4-21-2022/Def182-CL20192911-042122.pdf#page=1
