file,label,page,text,id,surrounding_text,calculated_date,pretty_date,link
Plt804-CL20192911-042522_readable.pdf,timexy,3,August  18,"TIMEX3 type=""DATE"" value=""2018-08-01T00:00:00""","a. 
The  parties  hereto  agree  to  amend  or  shall  cause  to  be  amended, 
notiater  than  December  31,  2008,  the  Second  Amendment  dated  as  of 
August  18,  2004  by  and  between  Second  Mate  Productions,  Inc.  and 
Lender  for  Artist's  services  In  connection  with  Pirates  of  the  Caribbean  |] 
Pirates 
(‘Advance’)  in  the  anmount of  $45,000,000  payable  to  Lender  upon  the 
later to  occur  of:  (a)  execution  by  Lender  and  Artist 
amendment  and  (b)  October  1,  2008,  which  Advance  shall  be  applicable ",2018-08-01,Aug. 2018,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-25-2022/Plt804-CL20192911-042522.pdf#page=3"
Plt27-CL20192911-042722_readable.pdf,timexy,1,12/11/2018,"TIMEX3 type=""DATE"" value=""2018-11-12T00:00:00""",GE  Online  att  i  MY  12/11/2018 ,2018-11-12,Nov. 2018,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-27-2022/Plt27-CL20192911-042722.pdf#page=1"
Plt3-CL20192911-051622_readable.pdf,timexy,1,19  Dec  2018,"TIMEX3 type=""DATE"" value=""2018-12-19T00:00:00""",1:28  PM  -  19  Dec  2018 ,2018-12-19,Dec. 2018,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt3-CL20192911-051622.pdf#page=1"
Plt3-CL20192911-051622_readable.pdf,timexy,1,19  Dec  2018,"TIMEX3 type=""DATE"" value=""2018-12-19T00:00:00""",1:28  PM  -  19  Dec  2018 ,2018-12-19,Dec. 2018,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt3-CL20192911-051622.pdf#page=1"
Plt3-CL20192911-051622_readable.pdf,timexy,1,3/1/2019,"TIMEX3 type=""DATE"" value=""2019-01-03T00:00:00""",3/1/2019 ,2019-01-03,Jan. 2019,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt3-CL20192911-051622.pdf#page=1"
Plt409-CL20192911-042022_readable.pdf,timexy,4,April  21,"TIMEX3 type=""DATE"" value=""2021-04-01T00:00:00""","In  court  papers,  Heard  details  two  other  alleged  domestic  violence  incidents,  On 
April  21,  she  claims  the  actor,  52,  argued  with  her  after  showing  up  at  the  end  of  her 
30th  birthday  party  “inebriated  and  high,”  grabbed  her  by  the  hair  and  “violently 
shoved  me  to  the  floor.”  On  May  21,  she  states,  Depp  “began  obsessing  about 
something  that  was  untrue”  and  hurled  a  cell  phone  at  her,  “striking  my  cheek  and 
eye  with  great  force.” ",2021-04-01,Apr. 2021,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-20-2022/Plt409-CL20192911-042022.pdf#page=4"
Plt409-CL20192911-042022_readable.pdf,timexy,4,May  21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","In  court  papers,  Heard  details  two  other  alleged  domestic  violence  incidents,  On 
April  21,  she  claims  the  actor,  52,  argued  with  her  after  showing  up  at  the  end  of  her 
30th  birthday  party  “inebriated  and  high,”  grabbed  her  by  the  hair  and  “violently 
shoved  me  to  the  floor.”  On  May  21,  she  states,  Depp  “began  obsessing  about 
something  that  was  untrue”  and  hurled  a  cell  phone  at  her,  “striking  my  cheek  and 
eye  with  great  force.” ",2021-05-01,May 2021,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-20-2022/Plt409-CL20192911-042022.pdf#page=4"
Plt804-CL20192911-042522_readable.pdf,timexy,12,April  22,"TIMEX3 type=""DATE"" value=""2022-04-01T00:00:00""","Please  find  enclosed  a  copy  of  the  amendment  (the  “Amendment”)  dated  as  of 
April  22,  2010  which  amends  that  certain  letter  agreement  and  the  side  letter  thereto 
(collectively,  the  “Multi-Picture  Agreement"")  dated  as  of  October  3,  2008,  as  amended 
as  of  May  13,  2009  (the  “Multi-Picture  Dates  Amendment’)  between  Walt  Disney 
Pictures  and  Scaramanga  Bros.,  Inc.  (“Lender”)  for  the  acting  services  of  Johnny  Depp 
(‘Artist’)  in  connection  with  the  above-referenced  project.  Also  included  is  (i)  a  copy  of 
the  Film  Clip  Side  Letter  dated  as  of  April  23,  2010  between  Producer  and  Lender  for 
the  acting  services  of  Artist  in  connection  with  the  above-referenced  project;  and  (ii)  a 
copy  of  the  State  of  Hawaii  Tax  Advisory  notice  in  connection  with  the  above-referenced 
project. ",2022-04-01,Apr. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-25-2022/Plt804-CL20192911-042522.pdf#page=12"
Plt48-CL20192911-041822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","eLhy  Def:___48 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-18-2022/Plt48-CL20192911-041822.pdf#page=1"
Plt61-CL20192911-042022_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","EL)/  Def: 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-20-2022/Plt61-CL20192911-042022.pdf#page=1"
Plt91A-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","€itY  Def:_914 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-17-2022/Plt91A-CL20192911-051722.pdf#page=1"
Plt27-CL20192911-042722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","27 
PL1)/  Def: 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-27-2022/Plt27-CL20192911-042722.pdf#page=1"
Plt408-CL20192911-042022_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","éun/  pe:  408 
Date  04/11/2022 
Judge  PSA 
Case  #  CL-2019-291 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-20-2022/Plt408-CL20192911-042022.pdf#page=1"
Plt487A-CL20192911-042022_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","eee  ae 
6LY/  bef:  U87A 
Date  04/11/2022 
Judge  PSA 
Case  #  CL-2019-2911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-20-2022/Plt487A-CL20192911-042022.pdf#page=1"
Plt409-CL20192911-042022_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","409 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-20-2022/Plt409-CL20192911-042022.pdf#page=1"
Plt804-CL20192911-042522_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","804 
CLT)  Def.___ 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-25-2022/Plt804-CL20192911-042522.pdf#page=1"
Plt548-CL20192911-041822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","KD/  Def: 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-18-2022/Plt548-CL20192911-041822.pdf#page=1"
Plt414-CL20192911-042022_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","RCH  /  Def:__414 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-20-2022/Plt414-CL20192911-042022.pdf#page=1"
Plt98-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","Date:  04/11/2022 
Judge: ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt98-CL20192911-051622.pdf#page=1"
Plt571-CL20192911-042722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","6tPy  Def;_571_ 
Date:  04/11/2022 
judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-27-2022/Plt571-CL20192911-042722.pdf#page=1"
Plt65-CL20192911-041822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","€0)/  Def:__65 
Date:  04/11/2022 
Judge: 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-18-2022/Plt65-CL20192911-041822.pdf#page=1"
Plt100-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","R(1)/  Def:___100 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-17-2022/Plt100-CL20192911-051722.pdf#page=1"
Plt23-CL20192911-042722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-27-2022/Plt23-CL20192911-042722.pdf#page=1"
Plt101-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","an  DEPP00045518 
€(D/  Def:__101 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-17-2022/Plt101-CL20192911-051722.pdf#page=1"
Plt102-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","102 
6  /  Def: 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-17-2022/Plt102-CL20192911-051722.pdf#page=1"
Plt104-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","60}  /  Def:___104 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-17-2022/Plt104-CL20192911-051722.pdf#page=1"
Plt11-CL20192911-042722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""",  Date:  04/11/2022 ,2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-27-2022/Plt11-CL20192911-042722.pdf#page=1"
Plt116-CL20192911-041322_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","€L}  /  Def:__116__. 
Date:  04/11/2022 
‘Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-13-2022/Plt116-CL20192911-041322.pdf#page=1"
Plt120E-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","&)/  Def: 
Date:  04/11/2022 
Judge: 
54 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-17-2022/Plt120E-CL20192911-051722.pdf#page=1"
Plt1242-CL20192911-050422_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","1242 
  Date:  04/11/2022 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-4-2022/Plt1242-CL20192911-050422.pdf#page=1"
Plt1244-CL-20192911-050422_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","/  Def:__1244 
Date:  04/11/2022 
PSA 
Yudge: 
Case:  CL-2019-00029141 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-4-2022/Plt1244-CL-20192911-050422.pdf#page=1"
Plt1249-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT)  Def:__1249 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt1249-CL20192911-051622.pdf#page=1"
Plt1252-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLP/Def:__1252 
Date:  04/11/2022 
Judge: ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt1252-CL20192911-051622.pdf#page=1"
Plt24-CL20192911-042722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","€LD/  Def:_24 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-27-2022/Plt24-CL20192911-042722.pdf#page=1"
Plt1254-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","61D)  Def:__1254 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt1254-CL20192911-051622.pdf#page=1"
Plt1256-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","(ty  Def: 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt1256-CL20192911-051622.pdf#page=1"
Plt1253-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLD/  Def__1253 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt1253-CL20192911-051622.pdf#page=1"
Plt99-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","Ly 
/  Def:__99 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-17-2022/Plt99-CL20192911-051722.pdf#page=1"
Plt162-CL20192911-042822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","pu  /  Def:___ 
162 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-28-2022/Plt162-CL20192911-042822.pdf#page=1"
Plt146-CL20192911-041822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","ety  Def:_ 
146 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-18-2022/Plt146-CL20192911-041822.pdf#page=1"
Plt145-CL20192911-042022_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLTY  Def:__145 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-20-2022/Plt145-CL20192911-042022.pdf#page=1"
Plt144-CL20192911-042022_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","pity  Def:__144 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-20-2022/Plt144-CL20192911-042022.pdf#page=1"
Plt1262-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PtTY  Def:__1262 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-17-2022/Plt1262-CL20192911-051722.pdf#page=1"
Plt1266-CL20192911-051722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","RET  Def:  “1266 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-17-2022/Plt1266-CL20192911-051722.pdf#page=1"
Plt1259-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","CL) /  Def:__1259 
Date:  04/11/2022 
Judge: ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt1259-CL20192911-051622.pdf#page=1"
Plt1257-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","RUTY  Def:__1257 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt1257-CL20192911-051622.pdf#page=1"
Plt1260-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","€C7)/  Def:__1260 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911 ",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/5-16-2022/Plt1260-CL20192911-051622.pdf#page=1"
Plt2-CL20192911-042022_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911",2022-11-04,Nov. 2022,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-20-2022/Plt2-CL20192911-042022.pdf#page=1"
Plt804-CL20192911-042522_readable.pdf,timexy,13,April  23,"TIMEX3 type=""DATE"" value=""2023-04-01T00:00:00""","As  of  April  23;  2010"" ",2023-04-01,Apr. 2023,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-25-2022/Plt804-CL20192911-042522.pdf#page=13"
Plt804-CL20192911-042522_readable.pdf,timexy,12,April  23,"TIMEX3 type=""DATE"" value=""2023-04-01T00:00:00""","April  23,  2010 ",2023-04-01,Apr. 2023,"https://ffxtrail.blob.core.windows.net/trail/Plaintiff John C. Depp, II/4-25-2022/Plt804-CL20192911-042522.pdf#page=12"
